timestamp,trip_id,latitude,longitude,speed,speeding_flag,fuel_level,engine_temp,engine_overheat,accelerometer_x,accelerometer_y,accelerometer_z,harsh_braking,head_position_X,head_position_Y,eye_closed_duration,fatigue_score,driver_state,vehicle_health,vehicle_type
2024-01-01 08:00:00,1,37.77,-122.42,60.0,False,75.0,85.0,False,0.0,0.0,1.0,False,Straight,Neutral,0.5,0.1,awake,normal,sedan
2024-01-01 08:00:05,1,37.76,-122.41,20.0,False,55.0,95.0,False,0.1,-0.2,0.9,False,Left,Down,3.2,1.0,drowsy,normal,SUV
2024-01-01 08:00:10,1,37.78,-122.43,100.0,True,50.0,90.0,False,1.5,-1.0,0.3,False,Right,Down,1.0,0.4,awake,normal,sedan
2024-01-01 08:00:15,1,37.77,-122.42,40.0,False,30.0,125.0,True,0.2,-0.1,1.1,False,Straight,Neutral,0.8,0.16,awake,needs_maintenance,sedan
2024-01-01 08:00:20,1,37.78,-122.41,42.32,False,50.12,95.99,False,0.42,-0.96,0.94,False,Left,Neutral,0.6,0.12,awake,normal,sedan
2024-01-01 08:00:25,1,37.76,-122.42,40.28,False,37.38,70.69,False,-0.2,-0.91,0.95,False,Straight,Up,0.52,0.10400000000000001,awake,normal,truck
2024-01-01 08:00:30,1,37.77,-122.42,41.86,False,98.49,88.23,False,-0.87,0.9,0.93,False,Left,Neutral,0.17,0.034,awake,normal,SUV
2024-01-01 08:00:35,1,37.76,-122.41,64.4,False,49.61,95.0,False,-0.22,-0.64,0.51,False,Straight,Neutral,0.17,0.034,awake,normal,sedan
2024-01-01 08:00:40,1,37.77,-122.43,55.81,False,85.81,97.8,False,-0.35,0.14,0.04,False,Right,Neutral,0.73,0.146,awake,normal,truck
2024-01-01 08:00:45,1,37.77,-122.41,51.24,False,62.81,86.28,False,0.6,-0.85,0.97,False,Straight,Neutral,0.14,0.028000000000000004,awake,normal,SUV
2024-01-01 08:00:50,1,37.76,-122.41,71.61,False,73.62,88.18,False,0.3,0.83,0.7,False,Straight,Up,0.93,0.186,awake,normal,sedan
2024-01-01 08:00:55,1,37.77,-122.41,75.49,False,69.93,84.17,False,0.43,0.52,0.12,False,Straight,Neutral,0.12,0.024,awake,normal,truck
2024-01-01 08:01:00,1,37.77,-122.42,48.07,False,12.29,96.87,False,0.13,0.39,-0.72,False,Straight,Neutral,0.48,0.096,awake,normal,SUV
2024-01-01 08:01:05,1,37.76,-122.4,46.45,False,63.9,97.89,False,0.27,0.74,0.61,False,Straight,Neutral,0.81,0.162,awake,normal,sedan
2024-01-01 08:01:10,1,37.77,-122.41,76.27,False,90.65,78.16,False,-1.0,-0.29,-0.39,False,Straight,Neutral,0.65,0.13,awake,normal,sedan
2024-01-01 08:01:15,1,37.77,-122.41,46.73,False,34.25,76.56,False,-0.19,-0.87,-0.49,False,Straight,Neutral,0.56,0.11200000000000002,awake,normal,sedan
2024-01-01 08:01:20,1,37.77,-122.43,64.38,False,99.8,85.08,False,-0.44,0.82,-0.52,False,Straight,Neutral,0.05,0.01,awake,normal,sedan
2024-01-01 08:01:25,1,37.78,-122.42,54.79,False,70.49,77.26,False,-0.06,0.97,-0.2,False,Left,Neutral,0.8,0.16,awake,normal,sedan
2024-01-01 08:01:30,1,37.76,-122.41,63.64,False,72.62,90.33,False,0.02,-0.55,0.29,False,Straight,Neutral,0.02,0.004,awake,normal,sedan
2024-01-01 08:01:35,1,37.77,-122.4,44.54,False,22.38,97.74,False,-0.48,0.32,0.63,False,Straight,Neutral,0.88,0.176,awake,normal,SUV
2024-01-01 08:01:40,1,37.76,-122.43,75.31,False,90.75,75.66,False,0.4,0.69,0.71,False,Straight,Neutral,0.28,0.05600000000000001,awake,normal,SUV
2024-01-01 08:01:45,1,37.78,-122.4,40.37,False,80.68,73.04,False,-0.99,-0.68,0.1,False,Straight,Neutral,0.66,0.132,awake,normal,truck
2024-01-01 08:01:50,1,37.76,-122.41,47.15,False,31.35,80.99,False,0.44,-0.38,0.09,False,Straight,Neutral,0.74,0.148,awake,normal,SUV
2024-01-01 08:01:55,1,37.77,-122.41,75.68,False,98.1,88.93,False,0.01,0.15,-0.01,False,Straight,Neutral,0.79,0.158,awake,normal,sedan
2024-01-01 08:02:00,1,37.77,-122.43,79.78,False,68.09,84.1,False,0.77,0.5,0.91,False,Straight,Neutral,0.28,0.05600000000000001,awake,normal,SUV
2024-01-01 08:02:05,1,37.77,-122.4,55.4,False,16.78,95.53,False,-0.66,0.11,0.87,False,Straight,Neutral,0.32,0.064,awake,normal,SUV
2024-01-01 08:02:10,1,37.76,-122.41,50.17,False,99.1,78.86,False,0.7,-0.73,0.42,False,Straight,Neutral,0.32,0.064,awake,normal,truck
2024-01-01 08:02:15,1,37.77,-122.42,40.21,False,65.04,88.84,False,-0.86,-0.21,-0.9,False,Left,Up,0.19,0.038,awake,normal,truck
2024-01-01 08:02:20,1,37.77,-122.42,58.62,False,70.48,86.28,False,0.18,-0.94,-0.93,False,Left,Neutral,0.29,0.057999999999999996,awake,normal,sedan
2024-01-01 08:02:25,1,37.76,-122.41,58.29,False,79.3,95.26,False,-0.18,0.4,-0.72,False,Straight,Down,0.19,0.238,awake,normal,SUV
2024-01-01 08:02:30,1,37.77,-122.43,57.56,False,45.89,72.35,False,0.93,0.67,0.39,False,Straight,Neutral,0.03,0.006,awake,normal,sedan
2024-01-01 08:02:35,1,37.76,-122.42,66.41,False,59.43,78.4,False,0.48,0.11,0.22,False,Straight,Neutral,0.95,0.19,awake,normal,SUV
2024-01-01 08:02:40,1,37.77,-122.41,43.67,False,11.3,72.82,False,0.96,-0.65,-0.97,False,Straight,Neutral,0.31,0.062,awake,normal,truck
2024-01-01 08:02:45,1,37.77,-122.42,64.63,False,68.48,89.05,False,-0.25,0.25,0.01,False,Left,Neutral,0.05,0.01,awake,normal,truck
2024-01-01 08:02:50,1,37.76,-122.43,74.69,False,67.82,89.09,False,0.35,0.15,-0.74,False,Left,Neutral,0.8,0.16,awake,normal,SUV
2024-01-01 08:02:55,1,37.77,-122.41,47.83,False,68.63,72.08,False,-0.96,-0.81,0.37,False,Straight,Neutral,0.1,0.02,awake,normal,sedan
2024-01-01 08:03:00,1,37.78,-122.43,59.84,False,83.3,90.79,False,0.87,-0.92,-0.16,False,Right,Neutral,0.35,0.06999999999999999,awake,normal,SUV
2024-01-01 08:03:05,1,37.77,-122.41,56.5,False,61.83,81.16,False,-0.32,0.86,0.72,False,Straight,Neutral,0.78,0.156,awake,normal,sedan
2024-01-01 08:03:10,1,37.78,-122.43,59.86,False,91.23,81.69,False,-0.8,-0.89,0.92,False,Left,Neutral,0.3,0.06,awake,normal,truck
2024-01-01 08:03:15,1,37.78,-122.41,65.27,False,53.43,83.45,False,-0.34,0.35,0.5,False,Straight,Neutral,0.29,0.057999999999999996,awake,normal,truck
2024-01-01 08:03:20,1,37.76,-122.42,42.23,False,15.18,92.11,False,0.41,0.94,0.38,False,Left,Neutral,0.55,0.11000000000000001,awake,normal,sedan
2024-01-01 08:03:25,1,37.78,-122.42,72.87,False,30.03,91.19,False,-0.83,0.97,-0.25,False,Straight,Neutral,0.08,0.016,awake,normal,SUV
2024-01-01 08:03:30,1,37.78,-122.4,68.33,False,77.8,84.45,False,0.41,-0.5,-0.34,False,Straight,Neutral,0.38,0.076,awake,normal,truck
2024-01-01 08:03:35,1,37.77,-122.41,72.91,False,76.69,92.33,False,-0.52,-0.2,-0.04,False,Straight,Neutral,0.68,0.136,awake,normal,SUV
2024-01-01 08:03:40,1,37.77,-122.41,41.73,False,98.01,96.73,False,0.99,-0.85,0.11,False,Right,Neutral,0.53,0.10600000000000001,awake,normal,SUV
2024-01-01 08:03:45,1,37.77,-122.41,67.88,False,50.91,81.53,False,0.83,0.92,-0.88,False,Straight,Neutral,0.74,0.148,awake,normal,SUV
2024-01-01 08:03:50,1,37.77,-122.42,49.18,False,68.22,77.98,False,-0.48,-0.09,-0.94,False,Straight,Neutral,0.36,0.072,awake,normal,truck
2024-01-01 08:03:55,1,37.77,-122.42,72.9,False,21.99,98.49,False,0.23,-0.16,0.87,False,Left,Up,0.73,0.146,awake,normal,sedan
2024-01-01 08:04:00,1,37.76,-122.42,46.02,False,82.95,87.82,False,0.94,0.68,0.68,False,Straight,Neutral,0.38,0.076,awake,normal,sedan
2024-01-01 08:04:05,1,37.77,-122.43,61.37,False,87.83,92.5,False,0.17,0.45,0.51,False,Straight,Neutral,0.91,0.182,awake,normal,SUV
2024-01-01 08:04:10,1,37.76,-122.42,75.13,False,34.73,92.71,False,-0.46,-0.96,-0.0,False,Straight,Neutral,0.05,0.01,awake,normal,truck
2024-01-01 08:04:15,1,37.77,-122.41,75.07,False,97.12,82.1,False,-0.94,0.51,0.24,False,Straight,Neutral,0.13,0.026000000000000002,awake,normal,truck
2024-01-01 08:04:20,1,37.76,-122.43,65.47,False,41.55,86.64,False,0.45,0.09,-0.1,False,Right,Neutral,0.09,0.018,awake,normal,truck
2024-01-01 08:04:25,1,37.77,-122.41,77.06,False,81.68,84.76,False,-0.08,0.96,-0.01,False,Straight,Neutral,0.26,0.052000000000000005,awake,normal,truck
2024-01-01 08:04:30,1,37.76,-122.43,63.39,False,21.6,82.01,False,-0.64,0.39,-0.18,False,Left,Neutral,0.7,0.13999999999999999,awake,normal,sedan
2024-01-01 08:04:35,1,37.78,-122.41,46.76,False,30.15,78.36,False,-0.82,-0.76,-0.08,False,Straight,Neutral,0.18,0.036,awake,normal,SUV
2024-01-01 08:04:40,1,37.77,-122.41,59.25,False,13.54,90.63,False,-0.69,-0.25,-0.99,False,Left,Up,0.51,0.10200000000000001,awake,normal,SUV
2024-01-01 08:04:45,1,37.77,-122.4,49.44,False,58.29,92.8,False,0.44,-0.88,-0.7,False,Straight,Neutral,0.53,0.10600000000000001,awake,normal,truck
2024-01-01 08:04:50,1,37.78,-122.41,57.9,False,12.74,85.98,False,-0.46,-0.25,-0.96,False,Straight,Neutral,0.24,0.048,awake,normal,truck
2024-01-01 08:04:55,1,37.77,-122.43,67.16,False,90.15,93.68,False,-0.83,0.07,0.17,False,Straight,Neutral,0.5,0.1,awake,normal,SUV
2024-01-01 08:05:00,1,37.76,-122.42,64.3,False,42.68,77.33,False,-0.34,0.87,-0.98,False,Straight,Neutral,0.5,0.1,awake,normal,truck
2024-01-01 08:05:05,1,37.77,-122.4,46.93,False,17.91,96.9,False,0.05,-0.18,0.96,False,Straight,Neutral,0.08,0.016,awake,normal,truck
2024-01-01 08:05:10,1,37.78,-122.4,59.63,False,83.54,91.69,False,0.44,0.07,-0.05,False,Left,Neutral,0.82,0.16399999999999998,awake,normal,SUV
2024-01-01 08:05:15,1,37.78,-122.41,61.19,False,27.96,91.22,False,-0.83,0.01,0.86,False,Straight,Neutral,0.77,0.154,awake,normal,SUV
2024-01-01 08:05:20,1,37.77,-122.42,79.6,False,59.37,79.67,False,-0.49,0.36,0.52,False,Straight,Neutral,0.81,0.162,awake,normal,truck
2024-01-01 08:05:25,1,37.77,-122.42,69.84,False,93.66,82.26,False,0.98,-0.59,-0.24,False,Right,Neutral,0.93,0.186,awake,normal,truck
2024-01-01 08:05:30,1,37.76,-122.41,48.07,False,84.51,74.91,False,0.63,0.33,0.05,False,Straight,Neutral,0.16,0.032,awake,normal,SUV
2024-01-01 08:05:35,1,37.77,-122.41,75.99,False,49.52,88.72,False,-0.12,0.15,-0.29,False,Straight,Neutral,0.54,0.10800000000000001,awake,normal,truck
2024-01-01 08:05:40,1,37.76,-122.42,77.59,False,58.86,88.83,False,-0.72,0.59,0.24,False,Straight,Neutral,0.33,0.066,awake,normal,truck
2024-01-01 08:05:45,1,37.78,-122.43,71.14,False,38.05,74.29,False,0.43,-0.01,0.51,False,Straight,Neutral,0.2,0.04,awake,normal,SUV
2024-01-01 08:05:50,1,37.77,-122.42,71.89,False,64.36,74.5,False,0.44,0.44,0.28,False,Straight,Neutral,0.23,0.046,awake,normal,sedan
2024-01-01 08:05:55,1,37.77,-122.42,53.7,False,26.34,76.82,False,-0.42,0.23,0.82,False,Straight,Neutral,0.42,0.08399999999999999,awake,normal,truck
2024-01-01 08:06:00,1,37.77,-122.41,76.9,False,63.37,91.22,False,0.15,0.21,-0.15,False,Straight,Down,0.15,0.22999999999999998,awake,normal,SUV
2024-01-01 08:06:05,1,37.78,-122.42,46.62,False,20.19,75.59,False,-0.34,-0.38,-0.55,False,Straight,Neutral,0.84,0.16799999999999998,awake,normal,SUV
2024-01-01 08:06:10,1,37.77,-122.42,53.34,False,80.9,81.95,False,0.84,-0.31,-0.31,False,Straight,Neutral,0.54,0.10800000000000001,awake,normal,truck
2024-01-01 08:06:15,1,37.76,-122.42,59.93,False,22.68,82.57,False,-0.28,0.16,0.26,False,Straight,Neutral,0.91,0.182,awake,normal,SUV
2024-01-01 08:06:20,1,37.76,-122.4,74.43,False,23.38,86.05,False,-0.4,-0.38,-0.21,False,Straight,Neutral,0.18,0.036,awake,normal,truck
2024-01-01 08:06:25,1,37.77,-122.42,58.88,False,66.25,86.95,False,0.55,-0.09,0.05,False,Straight,Neutral,0.07,0.014000000000000002,awake,normal,SUV
2024-01-01 08:06:30,1,37.77,-122.43,43.02,False,26.37,92.6,False,0.79,0.05,0.6,False,Right,Neutral,0.27,0.054000000000000006,awake,normal,SUV
2024-01-01 08:06:35,1,37.78,-122.42,49.24,False,59.66,90.16,False,-0.79,0.6,-0.64,False,Straight,Neutral,0.02,0.004,awake,normal,sedan
2024-01-01 08:06:40,1,37.76,-122.42,73.21,False,75.0,81.92,False,-0.59,-0.41,0.79,False,Straight,Up,0.67,0.134,awake,normal,truck
2024-01-01 08:06:45,1,37.76,-122.43,56.86,False,26.33,96.78,False,-0.32,-0.48,-0.24,False,Straight,Neutral,0.82,0.16399999999999998,awake,normal,SUV
2024-01-01 08:06:50,1,37.77,-122.42,74.44,False,59.68,76.59,False,0.56,-0.77,0.13,False,Right,Neutral,0.97,0.194,awake,normal,truck
2024-01-01 08:06:55,1,37.76,-122.42,61.67,False,56.12,89.0,False,-0.72,0.67,0.97,False,Straight,Neutral,0.26,0.052000000000000005,awake,normal,SUV
2024-01-01 08:07:00,1,37.77,-122.43,72.6,False,92.29,84.94,False,-0.19,-0.01,0.44,False,Straight,Neutral,0.07,0.014000000000000002,awake,normal,SUV
2024-01-01 08:07:05,1,37.77,-122.42,64.02,False,75.9,89.95,False,0.83,-0.16,-0.23,False,Straight,Up,0.18,0.036,awake,normal,truck
2024-01-01 08:07:10,1,37.76,-122.41,49.81,False,17.45,81.68,False,-0.29,0.44,-0.41,False,Straight,Neutral,0.29,0.057999999999999996,awake,normal,sedan
2024-01-01 08:07:15,1,37.77,-122.4,50.8,False,75.93,86.2,False,0.68,0.69,0.91,False,Straight,Neutral,0.16,0.032,awake,normal,SUV
2024-01-01 08:07:20,1,37.77,-122.42,59.82,False,41.64,90.65,False,-0.51,0.64,0.6,False,Straight,Neutral,0.43,0.086,awake,normal,SUV
2024-01-01 08:07:25,1,37.77,-122.42,78.48,False,18.24,93.7,False,0.04,-0.83,0.92,False,Straight,Neutral,0.69,0.13799999999999998,awake,normal,sedan
2024-01-01 08:07:30,1,37.78,-122.41,76.13,False,67.35,89.4,False,-0.9,0.34,-0.91,False,Straight,Down,0.69,0.33799999999999997,awake,normal,SUV
2024-01-01 08:07:35,1,37.77,-122.42,67.9,False,38.16,78.92,False,0.94,0.89,-0.05,False,Left,Neutral,0.92,0.184,awake,normal,sedan
2024-01-01 08:07:40,1,37.77,-122.41,54.59,False,13.33,86.82,False,0.77,0.06,-0.12,False,Straight,Neutral,0.48,0.096,awake,normal,sedan
2024-01-01 08:07:45,1,37.78,-122.41,65.04,False,69.55,96.58,False,-0.53,-0.95,0.74,False,Straight,Neutral,0.62,0.124,awake,normal,SUV
2024-01-01 08:07:50,1,37.77,-122.4,40.38,False,81.89,71.58,False,-0.92,-0.04,0.16,False,Straight,Neutral,0.09,0.018,awake,normal,sedan
2024-01-01 08:07:55,1,37.76,-122.42,49.55,False,57.03,73.31,False,-0.43,-0.41,-0.53,False,Straight,Up,0.35,0.06999999999999999,awake,normal,SUV
2024-01-01 08:08:00,1,37.78,-122.42,78.0,False,44.59,93.59,False,-0.16,0.76,0.89,False,Straight,Neutral,0.09,0.018,awake,normal,sedan
2024-01-01 08:08:05,1,37.76,-122.4,65.99,False,30.85,88.23,False,-0.54,-0.65,-0.56,False,Straight,Neutral,0.51,0.10200000000000001,awake,normal,SUV
2024-01-01 08:08:10,1,37.77,-122.43,60.73,False,97.22,87.92,False,-0.48,0.03,-0.02,False,Right,Neutral,0.53,0.10600000000000001,awake,normal,SUV
2024-01-01 08:08:15,1,37.77,-122.41,63.72,False,77.31,87.4,False,0.75,-0.47,-0.74,False,Left,Down,0.09,0.21800000000000003,awake,normal,SUV
2024-01-01 08:08:20,2,37.78,-122.41,69.41,False,68.97,78.44,False,-0.99,0.39,-0.9,False,Straight,Down,0.25,0.25,awake,normal,SUV
2024-01-01 08:08:25,2,37.76,-122.4,59.81,False,99.23,84.42,False,0.65,-0.3,0.36,False,Straight,Neutral,0.59,0.118,awake,normal,truck
2024-01-01 08:08:30,2,37.78,-122.41,46.29,False,69.26,74.81,False,-0.52,0.86,-0.79,False,Straight,Neutral,0.33,0.066,awake,normal,SUV
2024-01-01 08:08:35,2,37.78,-122.4,73.03,False,51.89,73.87,False,0.49,-0.68,0.64,False,Left,Neutral,0.34,0.068,awake,normal,sedan
2024-01-01 08:08:40,2,37.76,-122.42,62.39,False,65.52,73.48,False,-0.98,0.64,-0.74,False,Straight,Up,0.38,0.076,awake,normal,SUV
2024-01-01 08:08:45,2,37.77,-122.4,77.28,False,45.29,73.08,False,0.38,-0.86,-0.4,False,Straight,Up,0.94,0.188,awake,normal,sedan
2024-01-01 08:08:50,2,37.77,-122.42,74.1,False,65.88,99.7,False,-0.11,0.3,0.19,False,Straight,Up,0.68,0.136,awake,normal,sedan
2024-01-01 08:08:55,2,37.78,-122.42,67.33,False,83.69,83.38,False,0.99,-0.15,-0.1,False,Straight,Neutral,0.27,0.054000000000000006,awake,normal,sedan
2024-01-01 08:09:00,2,37.77,-122.42,49.2,False,17.41,73.94,False,0.93,-0.94,0.46,False,Right,Neutral,0.87,0.174,awake,normal,truck
2024-01-01 08:09:05,2,37.78,-122.41,56.37,False,49.81,96.82,False,-0.57,-0.94,0.3,False,Straight,Neutral,0.23,0.046,awake,normal,sedan
2024-01-01 08:09:10,2,37.77,-122.4,43.65,False,26.7,74.61,False,0.06,-0.96,0.59,False,Straight,Down,0.45,0.29,awake,normal,SUV
2024-01-01 08:09:15,2,37.78,-122.42,44.69,False,51.59,73.76,False,-0.14,-0.6,-0.02,False,Straight,Neutral,0.69,0.13799999999999998,awake,normal,truck
2024-01-01 08:09:20,2,37.77,-122.41,45.98,False,37.93,83.94,False,-0.21,0.95,0.44,False,Straight,Neutral,0.68,0.136,awake,normal,SUV
2024-01-01 08:09:25,2,37.78,-122.4,44.2,False,75.19,77.26,False,-0.72,-0.0,0.24,False,Straight,Neutral,0.99,0.198,awake,normal,sedan
